,text,label
12," In an interview in 1995 Lawrence Gordon Clark stated that the stories "" focus on suggestion . The aim , they say , is to chill rather than shock . Partly because television is not best suited to carrying off big @-@ screen pyrotechnics , but mainly because they want to keep faith with the notion of a ghost story in its literary rather than cinematic tradition . "" Helen Wheatley notes that the best adaptations maintain the stories ' "" sense of decorum and restraint , ... withholding the full revelation of the supernatural until the very last moment , and centring on the suggestion of a ghostly presence rather than the horror of visceral excess and abjection . "" ",1
13," The following year Władysław took part in the second phase of the Polish – Ottoman War , a consequence of the long series of struggles between Poland and the Ottomans over Moldavia . In 1621 Władysław was one of the Polish commanders at the Battle of Chocim ; reportedly he was struck ill , but despite that , he proved a voice of reason , convincing other Polish commanders there to stay and fight . His advice was correct , and the battle eventually ended with a peace treaty that returned the status quo from before the Ottoman invasion . This peace treaty also gave Władysław an international reputation as a "" defender of Christian faith "" , and increased his popularity in the Commonwealth itself . ",1
14," League positions are sourced by Statto , while the remaining information is referenced individually . ",0
15," Spores are produced in basidia that are arranged in a vertically arranged layer of minute tubes on the underside of the cap that create a surface of pores . This surface is whitish when young before turning dull pink or flesh @-@ colored in maturity . When bruised , the pore surface initially stains reddish and slowly turns black . The shape of the pores is angular to irregular , and they are small , with roughly two pores per millimeter . The tubes are 5 – 10 mm ( 0 @.@ 2 – 0 @.@ 4 in ) deep , and usually sunken around the area of attachment to the stem . The stem is 4 – 10 cm ( 1 @.@ 6 – 3 @.@ 9 in ) long by 2 – 4 cm ( 0 @.@ 8 – 1 @.@ 6 in ) thick , and is equal in width throughout its length , slightly thicker towards the base , or somewhat thicker in the middle . It is the same color as the cap , or paler . The surface texture of the stem is usually smooth , although some specimens may be slightly reticulated near the top . The spore print can range from pinkish to a deep flesh color . ",0
16," Especially in Canada , Louis Riel brought Brown out of the fringes into the mainstream , and also attracted more serious attention to graphic novels . It was the first work of comics to receive a grant from the Canada Council for the Arts ( although Brown 's libertarian politics have led him to condemn the government for handing out grants ) , and helped pave the way for the Council 's special category for graphic novels . The book was optioned for a movie by Bruce McDonald and another film director , though the project never started filming . ",1
17," According to a theory put forward in Journal of Australian Studies ( JAS ) by an independent researcher , in 1789 , British marines used smallpox against indigenous tribes in New South Wales . This occasion was also discussed earlier in Bulletin of the History of Medicine and by David Day in his book Claiming a Continent : A New History of Australia . Prior to the JAS article this theory was disputed by some academics . Jack Carmody claimed the cause of the outbreak in question was more likely due to chickenpox , which at the time was sometimes identified as a mild form of smallpox . While it was noted that , in the 8 @-@ month voyage of the First Fleet and the following 14 months there were no reports of smallpox amongst the colonists and that as smallpox has an incubation period of 10 – 12 days it is unlikely it was present in the first fleet , it is now known that the likely source was bottles of smallpox virus possessed by First Fleet surgeons and there actually was a report of smallpox amongst the colonists - a seaman , Jefferies . More information is at : First Fleet Smallpox . ",0
18," On January 9 , 1961 , Cooper attended a dinner given in his honor at the Friars Club hosted by Frank Sinatra and Dean Martin . Attended by many of his industry friends , the dinner concluded with a brief speech by Cooper who said , "" The only achievement I 'm proud of is the friends I 've made in this community . "" In mid @-@ January , Cooper took his family to Sun Valley for their last vacation together . Cooper and Hemingway hiked through the snow together for the last time . On February 27 , after returning to Los Angeles , Cooper learned that he was dying . He later told his family , "" We 'll pray for a miracle ; but if not , and that 's God 's will , that 's all right too . "" On April 17 , Cooper watched the Academy Awards ceremony on television and saw his good friend James Stewart , who had presented Cooper with his first Oscar years earlier , accept on Cooper 's behalf an honorary award for lifetime achievement — his third Oscar . Speaking to Cooper , an emotional Stewart said , "" Coop , I want you to know I 'll get it to you right away . With it goes all the friendship and affection and the admiration and deep respect of all of us . We 're very , very proud of you , Coop . "" The following day , newspapers around the world announced the news that Cooper was dying . In the coming days he received numerous messages of appreciation and encouragement , including telegrams from Pope John XXIII and Queen Elizabeth II , and a phone call from President John F. Kennedy . ",1
19," Dall 's porpoises have been kept in captivity , but not in great numbers . Nine were captured in the U.S. and nine more in Japan , a total of eighteen , but none were successfully kept in captivity . There were considerable difficulties dealing with these animals , most of them rammed their heads at the walls and the bottom . They sometimes refused to feed . The skin was sloughed at an early stage due to speed limitation in their confining tanks . A male showed irritable behaviour . None of the Dall 's porpoises survived for long . ",0
20," Krueger 's retirement was marred by family tragedies . His son James was dismissed from the Army in 1947 for conduct unbecoming an officer and a gentleman after a drunken incident . Grace 's health deteriorated , and she suffered from heart disease and high blood pressure . She was diagnosed with cancer in 1955 , and died on 13 May 1956 . Most dramatically , on 3 October 1952 , a lonely and depressed Dorothy fatally stabbed her husband , Colonel Aubrey D. Smith , with a hunting knife while he slept in their Army quarters in Japan . Dorothy , who felt that her husband now regarded her no more than "" a clinging handicap to his professional career "" , had turned to alcohol and drugs . ",0
21," Lactarius subdulcis has cream spore print with a slight salmon tinge . The spores are oval , with [UNK] warts of around 1 micrometre ( μm ) which are joined by a well @-@ developed network of mostly thin ridges . The spores measure 7 @.@ 5 – 11 μm by 6 @.@ 5 – 9 μm , and are amyloid or ellipsoid in shape . ",0
22," During the cold open , Jim ( John Krasinski ) runs 500 feet of red wire from Dwight 's desk to the top of a telephone pole as a prank , and Dwight ( Rainn Wilson ) follows it all the way to the top of the pole . Meanwhile , Dunder Mifflin CFO David Wallace ( Andy Buckley ) enlists Michael ( Steve Carell ) to report on the success of a small family @-@ owned local paper competitor named Prince Paper , which works in an area where Dunder Mifflin has never successfully acquired clients . Michael brings Dwight along on his field work to help gather information . Michael visits business owner Roger Prince ( Dan Desmond ) posing as a potential customer named "" Michael Scarn "" , while Dwight enters and pretends to request a job . The kind and overly trusting Roger Prince gives Michael the company 's customer list to use as a reference , and Michael and Dwight leave triumphantly . ",1
23, The Honolulu Advertiser reported that the Senate Democratic leadership reconsidered their support for the bill because of the large demonstration of opponents and their pressure on senators to oppose the bill . It found that some senators privately suggested the bill 's delay in committee or a proposed amendment to the bill were ways to avoid taking a vote following the controversy . ,0
24," Then the crowd could stand it no longer and rushed on to the field , refusing to budge until the umpire was removed . I have no wish to dwell on this painful occurrence , but I should like to point out that the feeling aroused was almost entirely due to the spirit of the rivalry between the Colonies ... The umpire was Victorian , and the party spirit in the crowd was too strong , ' Let an Englishman stand umpire , ' they cried ; ' we don 't mind any of them . We won 't have a Victorian . ' There was not the slightest animosity against Lord Harris or any of his team ; the whole disturbance was based on the fact that the offender was a Victorian . But Lord Harris stood by his umpire ; and as a result , the match had to be abandoned till the following day . ",0
25," Featuring mainly RTS , but also third @-@ person and — with a few heroes only — first @-@ person shooter scenarios , the gameplay in Rise and Fall is unique . The goal of the game is to defeat the opponent ( s ) , which is done by first micromanaging a base , and then training an army to destroy the enemy 's position . Both land and sea units are available , allowing for different strategies , including amphibious warfare . As in most RTS games , units fight using a rock , paper , scissors method , meaning some soldiers are more capable of defeating a certain kind of enemy , while being defeated by another ( [UNK] cavalry defeat archers , archers defeat spearmen , spearmen defeat cavalry ) . ",1
26," In February 2004 , plans were announced for a new Smithsonian Institution @-@ affiliated Museum of African American Music to be built in the city 's Coast / Lincoln Park neighborhood . The museum will be dedicated to black musical styles , from gospel to rap . The new museum will incorporate the façade of the old South Park Presbyterian Church , where Abraham Lincoln once spoke . ",1
27," The soprano and alto enter in unison Magnificat anima mea ( My soul doth magnify [ the Lord ] ) . The vocal motif of Magnificat leaps up a major sixth and rises even higher . It is repeated several times in different combinations of voices , always in homophony . The second verse , Et exultavit spiritus meus ( And my spirit hath rejoiced ) , is sung first by soprano and alto in third parallels . The men repeat it similarly and continuo in Deo ( in God ) , Deo accented by the characteristic figure of a lower [UNK] , which is repeated throughout the whole work , often when God is mentioned . The conclusion of the idea , in Deo [UNK] [UNK] ( in God my saviour ) , is expressed by a descending line , alternating the rhythm , one measure in 3 / 4 , one 6 / 8 , and alternating the women 's voices in sequences . A short recapitulation of Magnificat anima mea marks the end of the second verse . ",1
28," It is sad to have caused such disappointment ! [ ... ] I think I saw Tommy Brock 's wife last week . I couldn 't think who the person reminded me of , and when I read your letter I remembered directly ! I am not sure how many of a family there are – lots ! and what we call a "" long "" family , all ages with some long time between . I believe Tommy Brock is very grumpy with the grown @-@ up ones , and makes them clear off into the woods ; and , as you know , he is not often at home himself . Mrs. Badger is rather lighter coloured than he is , rather sandy , with little piggy eyes and a [UNK] nose , and a not particularly clean house , I should say – she finishes wearing out Tommy 's celebrated boots . Mr. Tod has been across lately , I smelt him myself ; but he had removed before the hounds came . ",0
29," Cẩn was considered the most secular of the four Ngô brothers who controlled Vietnam 's domestic affairs . With the appointment of elder brother Thục as the Archbishop of Huế in 1961 , Cẩn became less influential as Thục aggressively blurred the distinction between church and state . In early 1963 , Nhu sent an emissary from Saigon telling Cẩn to retire and leave for Japan . Unrest erupted in the summer of 1963 . After the flying of Vatican flags was permitted at a celebration for the anniversary of Thục 's consecration as a bishop , the flying of Buddhist flags on 8 May to commemorate Vesak — the birth of Gautama Buddha — was banned . Cẩn 's subordinates ordered government forces to fire on the unarmed Buddhist crowd protesting the ban , killing nine . Cẩn believed the United States , whose relations with South Vietnam had become strained , caused an explosion during the Vesak shootings , to destabilise his family 's regime . ",0
30," Redding 's premature death devastated Stax . Already on the verge of bankruptcy , the label soon discovered that Atlantic Records owned the rights to his entire song catalog . ",0
31," Busoni 's recorded output on gramophone record was very limited , and many of the original recordings were destroyed when the Columbia factory burnt down . Busoni mentions recording the Gounod @-@ Liszt Faust Waltz in a letter to his wife in 1919 . This recording was never released . He never recorded any of his own works . ",0
32," The rather short tail measures 63 – 84 % of the disc 's length and is a flattened oval in cross @-@ section , without lateral skin folds . A single serrated , stinging spine is positioned on top , about halfway along the tail 's length . In newborns , the sting is preceded by a small dorsal fin ; the fin is lost with age , though it may be evidenced by a small ridge or scar . At the end of the tail is a very short , deep , leaf @-@ shaped caudal fin . The skin is entirely devoid of dermal denticles . The crossback stingaree is grayish to yellowish brown above with a pattern of dark markings , including a stripe running along the midline and crossed by three transverse bars : one near the eyes , one over the gill region , and one over the center of the disc . The pattern is strongest in rays from the southern portion of its range . A few dark brown or black individuals have been recorded . The underside is off @-@ white , sometimes becoming slightly darker at the disc margin . The caudal fin is more grayish than the body , and there may be dusky blotches on the tail . This species attains a maximum known length of 50 cm ( 20 in ) . Females generally grow larger than males . ",0
33," With Harry Potter and the Goblet of Fire ( 2005 ) , both Watson and the Harry Potter film series reached new milestones . The film set records for a Harry Potter opening weekend , a non @-@ May opening weekend in the US , and an opening weekend in the UK . Critics praised the increasing maturity of Watson and her teenage co @-@ stars ; The New York Times called her performance "" touchingly earnest "" . For Watson , much of the humour of the film sprang from the tension among the three lead characters as they matured . She said , "" I loved all the arguing . ... I think it 's much more realistic that they would argue and that there would be problems . "" Nominated for three awards for Goblet of Fire , Watson won a bronze Otto Award . Later that year , Watson became the youngest person to appear on the cover of Teen Vogue , an appearance she reprised in August 2009 . In 2006 , Watson played Hermione in The Queen 's [UNK] , a special mini @-@ episode of Harry Potter in celebration of Queen Elizabeth II 's 80th birthday . ",1
34," Flight 007 has been the subject of ongoing controversy and has spawned a number of conspiracy theories . Many of these are based on the suppression of evidence such as the flight data recorders , unexplained details such as the role of a USAF RC @-@ 135 surveillance aircraft , the untimely destruction of the U.S. Air Force 's King Salmon radar data , or merely Cold War disinformation and propaganda . ",0
35," After a financial scandal in early 2003 , the ALP backbencher [UNK] Bowen asked for a vote of no confidence in Bird 's government on 19 May , calling for him to step down and "" accusing him of being involved corrupt practices and governing without accountability "" . When Bowen was threatened with being thrown out of the Party , he claimed that several other MPs and government ministers were prepared to resign if he was dismissed , including Joseph . The dispute remained unresolved , with Bowen accusing the government of vesting too much power in Senator [UNK] Michael ; Bowen , [UNK] [UNK] , Bernard Percival and Longford Jeremy eventually all resigned from the ALP administration , with further suggestions that Joseph , as well as trade minister Gaston Brown , could also leave . Joseph eventually announced on 19 June , that he would resign if Michael was not immediately removed ; within a few hours , Michael 's resignation had been formally tendered . Soon afterwards , Joseph was given the Economic Development and Investment Promotion portfolio , to hold at the same time as his Tourism and the Environment position . ",0
36," The Fourth International was hit hard during World War II . Trotsky was assassinated , many of the FI 's European affiliates were destroyed by the Nazis and several of its Asian affiliates were destroyed by the Empire of Japan . The survivors , in Europe , Asia and elsewhere , were largely cut off from each other and from the International Secretariat . The new secretary , Jean Van [UNK] ( also known as Gerland ) , was able to do little more than publish articles in the SWP 's theoretical journal Fourth International . Despite this dislocation , the various groups sought to maintain links and some connections were kept up throughout the early part of the war by sailors enlisted in the U.S. Navy who had cause to visit Marseilles . Contact was steady , if irregular , between the SWP and the British Trotskyists , with the result that the Americans exerted what influence they had to encourage the Workers ' International League into the International through a fusion with the Revolutionary Socialist League , a union that had been requested by the Emergency Conference . ",1
37," The cars had an aluminium @-@ alloy double @-@ skinned construction , and were delivered unpainted to save time . A red adhesive strip ran through the length of the cars in the middle to match the operator 's visual branding . The unpainted cars had a shiny appearance upon delivery , but as dirt and grime accumulated it became a recurring problem for the operator and attracted several public complaints . In response , MRT Corporation built a wash machine at Bishan Depot in an attempt to clean up the cars ' exterior proper . After refurbishment , the problem was solved by covering the cars ' exterior entirely with giant stickers , creating a livery that is similar to the newer C751B and C151A rolling stocks . ",0
38," In the first half of the 1880s , Stanford collaborated with the author Gilbert à Beckett on two operas , Savonarola , and The Canterbury Pilgrims . The former was well received at its premiere in Hamburg in April 1884 , but received a critical savaging when staged at Covent Garden in July of the same year . Parry commented privately , "" It seems very badly constructed for the stage , poorly conceived and the music , though clean and well @-@ managed , is not striking or dramatic . "" The most severe public criticism was in The Theatre , whose reviewer wrote , "" The book of Savonarola is dull , stilted , and , from a dramatic point of view , weak . It is not , however , so crushingly tiresome as the music fitted to it . Savonarola has gone far to convince me that opera is quite out of [ Stanford 's ] line and that the sooner he abandons the stage for the cathedral , the better for his musical reputation . "" The Canterbury Pilgrims had been premiered in London in April 1884 , three months before Savonarola was presented at Covent Garden . It had a better reception than the latter , though reviews pointed out Stanford 's debt to Die Meistersinger , and complained of a lack of emotion in the love music . George Grove agreed with the critics , writing to Parry , "" Charlie 's music contains everything but sentiment . Love not at all – that I heard not a grain of . ... And I do think that there might be more tune . Melody is not a thing to be avoided surely . "" In 1896 a critic wrote that the opera had "" just such a ' book ' as would have suited the late Alfred Cellier . He would probably have made of it a charming light English opera . But Dr. Stanford has chosen to use it for the exemplification of those advanced theories which we know him to hold , and he has given us music which would incline us to think that Die Meistersinger had been his model . The effect of the combination is not happy . "" ",0
39," On researching the history of UCL 's Egyptology department , the historian Rosalind M. Janssen stated that Murray was "" remembered with gratitude and immense affection by all her former students . A wise and witty teacher , two generations of Egyptologists have forever been in her debt . "" Alongside teaching them , Murray was known to socialise with her UCL students outside of class hours . The archaeologist Ralph Merrifield , who knew Murray through the Folklore Society , described her as a "" diminutive and kindly scholar , who radiated intelligence and strength of character into extreme old age "" . Davidson , who also knew Murray through the Society , noted that at their meetings "" she would sit near the front , a bent and seemingly guileless old lady dozing peacefully , and then in the middle of a discussion would suddenly intervene with a relevant and penetrating comment which showed that she had missed not one word of the argument "" . The later folklorist Juliette Wood noted that many members of the Folklore Society "" remember her fondly "" , adding that Murray had been "" especially keen to encourage younger researchers , even those who disagreed with her ideas "" . ",1
40," In battle , the Turks used their typical tactic of pretending to retreat , and then returning to attack the small force of German cavalry which had separated from the main army to chase them . Conrad began a slow retreat back to Constantinople , and his army was harassed daily by the Turks , who attacked stragglers and defeated the rearguard . Even Conrad was wounded in a skirmish with them . The other division , led by the King 's half @-@ brother , Bishop Otto of Freising , had marched south to the Mediterranean coast and was similarly defeated early in 1148 . The force led by Otto ran out of food while crossing inhospitable countryside and was ambushed by the [UNK] Turks near Laodicea on 16 November 1147 . The majority of Otto 's force were either killed in battle or captured and sold into slavery . ",0
41," While Rybka was assembling his troops for this attack , surrounding Partisan forces were rushed toward Drvar . Three battalions of the 3rd Lika Proletarian Brigade of the 6th Lika Proletarian Division approached from the southeast . One battalion attacked the German position at the cemetery while the other two swung around to strike the Germans from the west . ",0
42," Blacklock then went to Doncaster , where on 23 September , he started 1 / 2 favourite and beat The Duchess to win the Doncaster Stakes over four miles . The same day he also walked over for a sweepstakes of 50 guineas each over the St. Leger course . Twenty @-@ four hours later he beat Rasping to win a sweepstakes of 25 guineas each over four miles . , and then went on to beat The Duchess to win the Doncaster Club Stakes . This was his fourth race in the space of two days . At Richmond in October he won his second Dundas Stakes , this time beating King Corney . Later in the day Blacklock finished last of four runners behind winner Doctor Syntax in the Richmond Cup over four miles . Doctor Syntax had started in the lead , but was overtaken by Blacklock after only 200 yards . Blacklock held the lead until about half a mile from the finish , when Doctor Syntax joined him again . Blacklock then swerved out of line , allowing Doctor Syntax to win easily . By the time The Richmond Cup was run Blacklock was apparently unwell and was coughing repeatedly during the race . ",0
43," The Boat Race is an annual rowing eight competition between the University of Oxford and the University of Cambridge . First held in 1829 , the competition is a 4 @.@ 2 @-@ mile ( 6 @.@ 8 km ) race along The Championship Course on the River Thames in southwest London . The rivalry is a major point of honour between the two universities and followed throughout the United Kingdom and worldwide . Cambridge went into the race as reigning champions having won the previous year 's race by three lengths . However , Oxford held the overall lead , with 18 victories to Cambridge 's 17 ( excluding the "" dead heat "" of 1877 ) . ",1
44," Written during the last productive decade of Mary Shelley 's career , her contributions fill about three @-@ quarters of these five volumes and reveal her to be a professional woman of letters . They demonstrate her knowledge of several languages and historical research covering several centuries , her ability to tell a gripping biographical narrative , and her interest in the burgeoning field of feminist historiography . She "" wrote with many books to hand – reading ( or rereading ) some , consulting others , cross @-@ referring , interweaving abridged and paraphrased source material with her own comment "" . Shelley combined secondary sources with memoir and anecdote and included her own judgments , a biographical style made popular by the 18th @-@ century critic Samuel Johnson in his Lives of the Poets ( 1779 – 81 ) . She describes this technique in her "" Life of Metastasio "" : ",1
45," Synagogue dues were collected by the [UNK] ( the equivalent of a sexton or beadle ) , who augmented his salary by working as a glazier and running a small food concession stand in the vestibule . There mourners who came to recite kaddish could purchase a piece of sponge cake and small glass of brandy for ten cents ( today $ 2 @.@ 60 ) . ",0
46," Scientologists around the world were presented with a glamorous picture of life in the Sea Org and many applied to join Hubbard aboard the fleet . What they found was rather different from the image . Most of those joining had no nautical experience at all . Mechanical difficulties and blunders by the crews led to a series of embarrassing incidents and near @-@ disasters . Following one incident in which the rudder of the Royal Scotman was damaged during a storm , Hubbard ordered the ship 's entire crew to be reduced to a "" condition of liability "" and wear gray rags tied to their arms . The ship itself was treated the same way , with dirty tarpaulins tied around its funnel to symbolize its lower status . According to those aboard , conditions were appalling ; the crew was worked to the point of exhaustion , given meagre rations and forbidden to wash or change their clothes for several weeks . Hubbard maintained a harsh disciplinary regime aboard the fleet , punishing mistakes by confining people in the Royal Scotman 's bilge tanks without toilet facilities and with food provided in buckets . At other times erring crew members were thrown overboard with Hubbard looking on and , occasionally , filming . David Mayo , a Sea Org member at the time , later recalled : ",0
47," "" Ugly "" was released as a CD single in the United Kingdom on 5 December 2005 , containing the radio edit of the song , and "" Come Together "" . The extended play version of "" Ugly "" was released on the same day and contains the album version of the song , a B @-@ side titled "" Future [UNK] ! "" , a Desert Eagle Discs remix , and a Suga Shaker Vocal Mix . On 9 December 2005 , "" Ugly "" was released as a CD single in Germany , which contains the same tracks on the extended play release , in addition to the single 's music video . ",0
48," The scene where Bela is seen walking towards his house after Ed drops him off , he mentions how Hollywood has changed its horror films and how they aren 't what they used to be back in the 1930s . He mentions movies about giant bugs ( Them ! ) , giant spiders , ( Tarantula ) and giant grasshoppers ( Beginning of the End ) , however these movies came out after when the scene was supposed to be set and after the release of Glen or Glenda . ",0
49," The title of the book suggests a pilgrimage , and yet the narrator does not stray far from her home near the creek : the journey is metaphysical . Margaret Loewen Reimer , in one of the first critical studies based on the book , noted that Dillard 's treatment of the metaphysical is similar to that of Herman Melville . While "" Melville 's eyes saw mainly the darkness and the horror "" of the natural world , possibly stemming from his New England Puritan roots , Dillard 's "" sinister "" vision of the world comes "" more from a horror at the seeming mindlessness of nature 's design than from a deeply pervasive sense of evil . "" Unlike Melville , however , Dillard does not [UNK] the natural world or seek to find parallels in human cultural acts ; focusing largely on observation as well as scientific analysis , Dillard follows the example of Charles Darwin and other naturalists . ",1
50," The Oppenheimer security hearing was a 1954 proceeding by the United States Atomic Energy Commission ( AEC ) that explored the background , actions , and associations of J. Robert Oppenheimer , the American scientist who had headed the Los Alamos Laboratory during World War II , where he played a key part in the Manhattan Project that developed the atomic bomb . The hearing resulted in Oppenheimer 's Q clearance being revoked . This marked the end of his formal relationship with the government of the United States , and generated considerable controversy regarding whether the treatment of Oppenheimer was fair , or whether it was an expression of anti @-@ Communist McCarthyism . ",0
51," The Pac @-@ 10 conference suspended the entire officiating crew , including both on @-@ field and instant @-@ reply officials , for one game . The replay official , Gordon [UNK] , requested and was granted a leave of absence for the remainder of the season . Reise was quoted as saying , "" I feel so bad I missed that call , it 's driving me crazy , "" and that he was "" struggling "" with his mistake . On @-@ field official David [UNK] had his suspension delayed so that he could officiate the September 23rd game between the University of Southern California and the University of Arizona due to a shortage of Pac @-@ 10 conference officials . ",0
52," Numerous parasites are known for this species , and both juveniles and adults often carry heavy parasite loads . Known internal parasites include the monogenean [UNK] [UNK] , the tapeworms [UNK] norvegicus , Lacistorhynchus tenuis , and Phyllobothrium [UNK] , and the nematodes Anisakis simplex and Hysterothylacium [UNK] . Some of these parasites use the velvet belly 's prey as intermediate hosts and are acquired via ingestion , while others use the shark itself as an intermediate host . The barnacle [UNK] [UNK] , an external parasite , attaches to the shark 's dorsal spine socket and penetrates deeply into the muscle , in the process often providing an attachment site for a second ( and rarely a third ) barnacle . Infestation by this barnacle reduces its host 's fecundity by impairing the development of the reproductive organs . ",0
53," The Oare Gunpowder Works , scene of the 1916 explosion , is now a country park and nature reserve open to the public free of charge . The Oare Marshes are an important reserve for birds . There is an information centre near the site of the former Harty ferry over the Swale to the Isle of Sheppey . Remains of the process houses and other mill leats have been conserved , and various trails are signposted . An early 20th century electric @-@ powered gunpowder mill which was transferred to [UNK] in 1934 has been repatriated to the country park and is on display . The 18th @-@ century works bell has also been repatriated and is on display at Faversham 's Fleur de Lis Heritage Centre . Stonebridge Pond , on the site of the original Chart Mills , was donated to Swale Borough Council in the early 1980s . It is now a haven for wading birds . ",1
54," The song has continued to sell multiple decades after its release ; in 1983 , for example , it was still selling thousands of copies per week around the world . According to The New York Times , the Penguins ' recording of "" Earth Angel "" has sold over ten million copies . Its exact figures are uncertain ; the Honolulu Star @-@ Bulletin wrote that the single has sold "" perhaps as many as 20 million records , remaining one of the most popular records of all time . "" ",1
55," The fourth season , American Horror Story : Freak Show , received mostly positive reviews . Review aggregator Rotten Tomatoes reports that 79 % of 32 critics have given the season a positive review . The site 's consensus is : "" Though it may turn off new viewers unaccustomed to its unabashed weirdness , Freak Show still brings the thrills , thanks to its reliably stylish presentation and game cast . "" It scored 69 out of 100 on Metacritic based on 19 "" generally favorable "" reviews . ",1
