,text,label
14,"I've been getting used (it takes 21 days for it to become a habit? the experts say) to my new diet now (low-sodium), and have been going to Trader Joe's for the past six or seven straight weekends. While I can't find everything on my list, I can find nearly 90% of what I need for the upcoming week: no salt tortilla chips, low-sodium salsa, many vegetables, such as jalapenos, green bell peppers, pre-cut romaine lettuce leaves, lemons, bananas, apricots, and basil, granola, meat such as ground turkey and oh-so-cute mini hamburgers, equally-as-cute mini hamburger buns, lemonade, eggs, and frozen goods such as, vegetables, fruit (for smoothies), coconut frozen dessert, brown rice, fish and clams. \n\nAlthough, there are low-sodium options in chicken broth (still a little too high for my liking, though) and minestrone (better, and in moderation), the selection of beans are lacking in the \""""no-salt added\"""" department. I'm still trying to find low-sodium BBQ sauce, but that seems so hard-to-find (might have to make my one). \n\nAs far as convenience, this is the one closest to my house, compared to Whole Foods (more pricey too, guess I could go after work to the Town Square location, if need be; another option is to go to Sunflower after work, too) and the two Fresh & Easy stores which I loved, closed a while ago. But since adopting my new diet, I've found a new-found appreciation for this store, and will continue doing the bulk of my grocery shopping here. I've even got my husband doing his weekly shopping here too (meal bars, cereal, almond milk, pulled chicken). And, like me, he is reading labels for sodium content.\n\nThe first three sections (above) were written when I was pregnant in 2012. Ok, so you caught me, procrastinating...\n\nSo here's my update. We go here almost every week. I'm not on a super-strict low-sodium diet, but I still do watch my sodium intake during the weekdays (5 days out of the week). The truth is: there are so many good items to buy here, from the granola, the salads, the cheese (oh so many options!!!), the frozen mahi mahi burgers, chicken lime cilantro burgers, shepherd's bread, pasta sauce, orzo, frozen chicken breast, milk, etc. etc. etc. I can go on and on, but I 'll stop my rambling. \n\nNowadays, we do most of our grocery shopping here, then, Sam's Club, and sometimes, Sprouts, or Target, and if we are in the area, at Fresh & Easy.",1
15,First called and delivery would take over 1 hour. Decided to dine in and no one was there to take my order. It took a couple minutes for someone to realize I was ready to order. (Apparently messing around in the back.) While waiting for the pizza someone was juggling pizza dough and tossing it from one person to another.  Pizza was good but the flavored crust either sucked or wasn't applied. It was clean and pizza was ready really fast. My wife will probably go back but I will not.,0
16,I don't understand all the negative reviews I'm a picky person and I loved this place. For about 13.99 is not bad at all we went Saturday around 1:30 it was busy but not too busy food was delicious I just wishes there was more variety in the deserts I will be back,1
17,"Ive been here at this club 4 times and each time it was bottle service, more than 1500 each time. Some random girl was assaulted and her boyfriend decided to throw punches. Because we were not part of the confrontation we pushed our group aside. BUT because we pushed our group aside, so we can continue to enjoy our night, they decided we would b the easy group to blame. We were kicked out because we happened to b in the area, and it would b a quick fix liability wise.",0
18,"Now that I am flying back home to Miami, here is my full review on Hakkasan...\n\nTHE LINE... \n\nFirst, if you get in a \""""VIP Guest List\"""" and are told to simply go up and tell them you are on it, they will put you in a long ass line that was at least 800 people deep.  We went on Thursday, July 3rd - it was not a Ti\u00ebsto night. When we got in line (about 10:35pm), it wrapped out to one of the doors near some restrooms - total time in line to get to the people actually checking the guest list ~1 hour.... Your ID *will* be checked - depending on how young you look, maybe a few times. Saw someone kicked out of line for having an expired DL too, so make sure you have a good one!  There were people in line with tickets for the night ($30)... So, that doesn't get you in any faster FYI. \n\nDRESS CODE...\n\nGuys... There is a sign that states \""""dress code strictly enforced.\""""  I knew I was good... Figure if i can dress appropriately, everyone else should, right? WRONG! There were guys in line that got in wearing cheap solid color t-shirts, sleeveless t-shirts, and even tank tops. A few got in wearing polo shirts (borderline for a \""""high end\"""" club if you ask me).  Guys - wear a button-down shirt for goodness sakes!  Ladies were mostly dressed appropriately for the scene - but, I haven't been to many clubs where the ladies do not know how to dress. \n\nGETTING INSIDE...\n\nAfter you are \""""checked off\"""" the guest list, you approach another (final) ID check. Your wrist is stamped a second time and you are ushered to the register to pay to get in. Yes, we were on the guest list and didn't have to pay that night - the people that check you off earlier in line, issue you a \""""pass\"""" telling the cashier how many males vs. females in your party.  You turn in that paper are handed a receipt, and then ushered into a bank of elevators which they pack shoulder to shoulder... Ugh! \n\nONCE INSIDE...\n\nThe elevator doors opened on the 4th floor and in you go to a hallway leading up a couple of stairs to the dance area. The first thing I noticed is the relatively small (read - packed) dance floor.  The dance area is surrounded by VIP tables/booths. There are a few bars around the outskirts of the floor/VIP area. As for decor, well... I think a friend put it best in reaction to a video I posted on Instagram... It looks like a black box with lights inside!\n\nIf you are not a smoker, beware - you will get smoke in your face in this place. Sometimes you are walking along and poof! you walk into a cloud of smoke thanks to another patron. \n\nWe also explored the 5th floor, figuring one could look down on the dance floor below and see the DJ, etc. Another disappointment here... Once you get upstairs, the only way to look down on the floor and see the DJ, is if you have one of the VIP tables/booths up there. Otherwise, you are at least 6-8' back from the overlook and can't see anything really. \n\nBAR...\n\nIt's Vegas, so I figured it would be around $14-16 for a drink here. Ordered 2 goose with pineapple = $40 including tip.  The \""""glass\"""" tumbler is plastic (I've been to \""""cheaper\"""" clubs and they serve in actual glass - guess this place \""""can't afford\"""" the glass???  As for the alcohol to mixer content - I would say it was average. Not terrible, but not $20 worth in my book. \n\nBATHROOM...\n\nYou would think that a place the size of this one would have a decent restroom facility. I am sad to say that NO, it doesn't - at least the one I went to.  Once you get inside the bathroom, an attendant pretty much keeps things in check and\""""assigns\"""" you a urinal or stall based on availability... Sound great, except that there were only 3 urinals and two stall that I remember seeing. Once done, the attendants are extremely courteous and do their job really well - tip them, as it may be the only thing that actually worked well!\n\nOVERALL...\n\nI would NOT go again, unless there is a special event going on where I know I will see a favorite DJ. Even then, I would be hard pressed to pay for a ticket or be on a VIP guest list. The only way to do this place right is probably to get a table, and from what I understood is definitely in the thousand$. \n\nCan't wait to get back to Miami to go to a real nightclub!",0
19,"I went to the supposed Grand Opening of Joystixx Gamer's Lounge inside of Hooters last night after April S. and Melissa S. promoted it at the Vegas Young Professionals mixer Thursday night. As you drive in, you get the feeling that you are entering the ghetto as you try to maneuver around the parking garage. Once you enter the casino, it gets even worse, so much so that you are EXTREMELY lucky to get a cell signal in the place.  You find Joystixx in a corner near the buffet and they have an air hockey table and some pool tables near the front and at least 3 rows of video games as well as some basketball hoops and skee ball. I've been to Insert Coins on Fremont and that place is heaven compared to what Joystixx is trying to accomplish. My friends and I left after about an hour since there was no one in there. We don't think the place will last very long especially if they don't advertise or try to advertise as something they are obviously not. There is HONESTLY no comparison to Dave & Busters at all.  It's pretty bad when the employees outnumber the clientele.",0
20,"It's better than the other cafe at the Wynn, and while still very expensive, it's reasonable compared to other options in the hotel.  The food looked pretty fresh.  Unfortunately, the line takes forever.  I guess I am just used to the NYC lines that keep moving quickly, but it was frustrating waiting on this line.  We were really hungry and thought a deli place would be a quick place to get a sandwich.  Not so much.  After waiting online and finally ordering, we got our number and sat down.  and waited.  and waited some more.  We ordered a roast beef sandwich and chicken noodle soup, what could we possibly have to wait for?  Finally it came and it was decent.  The waiter asked if we wanted a refill on our drink (which we did), and mustard (which we also did), but fifteen minutes later he never returned, so we just finished our food and left.  \n\nMaybe we just had a bad service experience and it's normally better.  The food was decent without being exceptional.",0
21,"Nice alternative for an afterwork dinner.  Exceptional service and reasonable prices.  Food and beverages offered are awesome, and if you enjoy something simple, the chocolate chip cookies for desert are a great surprise.  The sports bar atmosphere doesn't feel as canned as some others... great staff attitude goes chapters in making a nice experience.",1
22,"I came to the Hard Rock Cafe for the first time in my life, totally alone in Vegas, and I hella dig it here.  The crowd around the bar are varied and chill, and the bartenders are insanely nurturing.  I must have been asked \""""are you all right, honey?\"""" at least 8 times.\n\nThere's a fantasmic-shmastic mixed drink here called the Pickled Tink: raspberry Stoli, pina colada and Grenadine.  I had two.  Also, their french fries can't be beat.",1
23,"Sooooooooooo disappointed. I was so exited about a new breakfast place opening in the neighborhood, and I was thoroughly let down. \n\nPoints to note:\n-*Roast* potatoes (as listed on the menu) are not the same as overly salted and dill-filled lumpy mush potatoes (and I usually LOVE salt, dill and mush more than most).\n-Decaf coffee and regular coffee should be served at the same (hot) temperature.\n-Pancakes should not be glue-y messes.\n-Eggs shouldn't be rubbery.\n-Everything is an \""""extra\"""" (coffee was not included etc...)\n-$20 is too much to pay for a good plate of eggs, much less a sh***y one.\n-Even if your server doesn't speak your language, they should be gracious about it. Especially in a Anglo-heavy neighborhood like the Concordia ghetto.\n- Restaurants should offer you something as compensation for mistakes or lousy food, not make excuses or justifications.\n-There was almost nothing on the menu my vegan friend could eat, in-buttered toast and fruit just about covered it. Even the potatoes said \""""may contain lard\"""". \n\nI would give this no stars if I could, or even negative stars. NEVER going back again.\n\nOnly positive: the fruit bowl was beautiful, expensive, and beautiful.",0
24,"During my 5 nights stay at Ritz,  I went to  Bistro 24 for breakfast my first morning.  I experienced very slow service for Ritz standards.  I had to wait a while for someone to wait on.  It was not even busy.  For the next 4 days, I just walked across the street to Starbucks.",0
25,"I was pretty disappointed with Steve's Espresso.  Considering its moniker, you'd think the espresso would be good here.  It wasn't.  My espresso was bitter and a touch sour.  It was drinkable, but that's hardly a recommendation.  \n\nI tried one of their breakfast pastries, with cheese, bacon, and egg.  I was even less impressed with that.  I was surprised when the cashier handed it to me and told me I should go microwave it myself in an oven they have by the door.  I was told to put it in for 45 seconds.  I figured they would know their business and trusted what I was told.  After I left I decided to sneak a bite while stopped at a light.  The thing was ice cold in the center.  Great.  A bacon, egg and cheese-icle.  Even the part around the edge that was warm wasn't that great.  The dough tasted like it came out of a tube.  I probably would have been better off with something else.  There were several baked goods in the case that looked amazing.\n\nThe person that helped me seemed really nice, so I kind of feel bad giving the place such a hard review.  Honestly, most people would probably be happy with the drinks here, especially if you're the sort that pumps a bunch of sugary crap into your drink. \n\nAccording to a sign on the door they specialize in French press coffee, so ordering that might be a better bet.  But if that's the case, why doesn't he call the place Steve's French Press Coffee?  Either way, I won't be risking another stop here.",0
26,"Its Cheap, Its Fast, Its Yummy.....err not too sure on the fast part, because sure it takes a while to make them. I met one of the guys who worked there and told me about the place. Tried the double burger with the grilled potatoes. They tasted delicious and the price cheap.",1
27,"I'm at Grand right now and about to check out. I just have to write this before I leave.\n\nHotel room is very nice, modern, new and clean, however, there is only one tiny gift shop and few restaurants.  The self parking is really really long walk and for female guest like me is very scary to walk there even during the day time co silts isolated. Elevator is dirty and dark. Saw graffiti and strange people are hanging around and loud loud music are being played at somewhere. And most of all it's very dirty. Worst of all, parking ticket machine cannot read guest park bar code so far we had to pay $5 and $9 for two nights. And we are about to go home, I'm sure we have to pay again for the 3rd time, even front desk said should be fine after failed twice. They said something wrong with the parking machine. So in order for us to get credit we have to charge to room for some expenses, but since it's a promotion stay and room is comped we had to force ourselves to buy coffees and so but still not enough to cover to get credit full amount.  So we will eat these parking fees at this time. I know it's free to stay what is a big deal for some, but it's a basic service issue and still I am not happy with this situation. \n\nWell,  I could have used the valet in that case but I go out and back and force bet. hotel and stores and shops for 4-5 times a day, paying the $2-3 tips each time will cost more. Bit I guess since the parking situation was so bad I should have used the valet......bit I have no issue with other hotels at downtown. \n\nWe have no plan to come back to this hotel so far from these experiences. If you are female or elderly guests I do not recommend to stay here, I am concern for safety issue with parking and around this hotel's environment especial after dark.",0
28,"I decided to try this place after reading all the reviews, boy was i wrong!!\n\nI live in Orange County, was in town decided go out the way to this place instead of eating the overpriced food in the hotel.  Low and behold it's definitely overpriced for not so great food.  I'm not a food snob, but I'd like to think I know what great food tastes like. \n\nOxtail chili fries (what oxtail??) - can't taste the Oxtail and the chili itself is somewhat odd tasting left like a sour after taste. 2 stars \n\nDuck Steamed buns - nice presentation, but duck was cooked a bit rare and so tough that you can't even take a bite without pulling all the meats off.  I've had better...I told the server and he was nice enough to it take off the bill. 1 star\n\nMiso Burger - I thought it tasted pretty good, flavors all work together. 3.5 stars\n\nShogun Burger - Of course the server recommended this burger, it's the most expensive burger on the menu $25.  First off all if you don't know what Unagi is it's (eel) not everyone is familiar with the term.  My son who I think is a food snob wanted to try it, I only noticed it had Foie Gras.  Since it's illegal to eat Foie Gras in California, I thought we're in for a treat.  Let me tell you this burger combination is terrible...It has eel, Foie Gras, Pear, and beef, how does all this come together???!! Fish, beef, duck and pear in a bite is so weird and it left a fishy after taste, totally not what we expected.  \n\nAt the end the meal for 3 people cost $70 that's we 3 drinks and with the steamed duck buns taken off the bill.  \n\nI'll take the all you can eat buffet at the hotels anytime...sorry Bachi Burger you're overrated!",0
29,"Wow, first of all, I'm from Socal and I didn't expect to find a gem of a sushi joint like this in vegas.\n\nDidn't feel like paying big bucks for overrated pricey sushi joints on the strip, so we decided to hit this place up as a recommendation from a friend.\n\nI was blown away by how many items they had on their AYCE menu. Suppppper thrilled to order every single item possible to try.\n\nTheir nigiri was superb because the fish was really fresh and sweet. The best has to be the white tuna! The sweet shrimp and uni definitely had to be my favorite, and it sucked that you can only order it once.\n\nAll their rolls were very unique and each one satisfied my tastebuds. The best part was that they allowed half orders on the rolls, so you can try more!\n\nThe icing on the cake was the selection of ice cream at the end. From tempura, to mochi, to red bean... It was heaven\n\nCan't wait to come back to Vegas in 2 weeks and hit up this spot again. BEST AYCE sushi I've ever had, and that's coming a lot from someone who's had multiple hot spots in socal. \n\nTHUMBS WAY UP",1
30,"Los Angeles Meets Montreal Epic night! \n\n This place rocks!  Happened to walk in  was early for a dinner reservation near here.  These guys made me and my man feel like we were family and been coming to see them for years.  Drinks are great!  Service is fun and friendly, lots of fun clientele to chat it up with.  Cant wait to get back and party with ya all again.  Thank you for a wonderful time!",1
31,"I went in for dinner with my boyfriend to celebrate his birthday and was highly disappointed in our experience. We sat down at the table, which was only half set, and it took ten minutes for a server to come over and greet us, which if the restaurant was busy I could have maybe understood, but it was a Thursday night and the place was far from packed.  We ordered a bottle of wine off the list to celebrate and when the server returned he opened the bottle and poured our glasses out and walked away without informing us that the bottle we had originally selected was unavailable and had given us a younger year. As all of this was happening someone came by our table and slung down a huuuge long break stick directly on the table  along with some sort of corn/cheese concoction and walked away. By this time we were ready to order antipasti, a cheese and meat selection..which was delivered in the same quick fashion, and when we stopped the gentlemen who delivered it to ask what the different varieties of meats and cheeses were he had no clue, took a stab at it...and of course, was incorrect.  The selection on the menu was okay, nothing to write home about. The truffle pasta I had was good but when I asked my boyfriend how his pasta with marinara sauce was his only reply was \""""the sauce you make is better \"""" and this from an Italian restaurant. Our server only came by one time to check on us after the food got there and by the time he did, it really wouldn't have made a difference what we thought of our meals because they were practically over. There was a server nearby for a good portion of the meal though, stocking and refilling their silverware drawers. SOOO loudly that we had to raise our voices to speak above the noise. Which all in all we might not have noticed if it had not been silent in the restaurant. They were playing absolutely no music at all. The server came over to give us the check without even offering dessert,  which we definitely wanted seeing as we were celebrating his birthday and we had mentioned to the server originally when we sat down and then had to remind him of when we expressed that we were not ready and wanted to  looking at the dessert menu after making through the rest of the meal. Our terimusu was good, probably the best thing we had all night along with the lemonchello for dessert. Would we go back anytime soon...for the food probably, for the service..probably not. They could definitely use some help in that department. But from what I've heard being a local in the service industry out here in Vegas, the rumor is that Onda along with others in the Mirage are going to be undergoing changes, and with that I'm sure will we be back for a second shot.",0
32,"It's only open for take out and lunch, but its so good.  If you're a 1st timer, ask how to order, he's no Nazi, but you may not know what your looking at.  Try lots of sides and veggies.  Everything I've tried was fresh, healthy, and delicious.",1
33,I have to come here once a month to pay rent as it's the closest to my place and every time is the same thing.. Expect to wait in line at least 15min. There's normally only one banker taking all the clients.. Never a pleasant experience.,0
34,I have never been so disappointed in an oil change! First they took my car and told me they would contact me when it was ready so I was free to do some shopping in Costco next door.  They never called.  I walked back over to pick up my car to find they never touched it and refused to work on it.  They said they heard a noise in the engine and would not tell me what it was.  (I had it checked out at different place).  Sears told me my engine could blow up at any moment.  All that was wrong was the O2 sensor was broken (nothing to cause and engine to blow up).  These guys were just lazy and did not want to do any work.  They chose to scare me instead.  I will never go back to a Sears Auto Center for anything.,0
35,"This one is specific to the steakhouse. While the prices are a bit high, it is expected since it is a tourist attraction and does have the additional cost of being a \""""Old West\"""" attraction.  That being said, they had a $10 - 10oz deal on fillet or strip steak.  The sides are not the most exciting, but the steaks here have a great flavor and mine have always come cooked to temp.  AND you get great live music (mostly country and western, but they throw in some others). I would recommend taking the kids and enjoy all Rawhide has to offer.\n\nNote- call and make a reservation, sometimes the place is wide open, others booked to capacity (tourist buses), so planning can help make sure you get a seat.",1
36,"You know that local eatery that is your \""""go to\"""" for food that is quick, pretty cheap, and pretty yummy?  That place that you swing through for take out on a busy weeknight, or stop for lunch when you are out running errands?  Toyama is that place for us.  Our standard order is the hibachi chicken or steak (some of us sub the mushrooms out for broccoli).  To me, the sweet carrots are TOO sweet, and I sub broccoli for that, but the kids love them.  Go easy on the shrimp sauce, as it is super high fat/cal, but it is yummy for sure.  Wasn't as fond of the noodles, but I think I have only gotten them once out of the dozens of dishes I have ordered there, so it also could have been an anomaly.  I usually call first (as do many people) and they have our take out order ready and bagged up, and a special line to check you out.  Appreciate that a lot!",1
37,"What a nightmare of a hotel.  Construction does not seem to stop so bring your ear plugs if you get a room opposite it.  My room is old and dirty.  I found other people's stuff in it.  If you are looking for a cheap room, it's here.  I am only staying here because I am part of a business conference.  I would never come back here if I had a choice.",0
38,"Everyone already knows how awesome Monty's Blue Plate Diner is, so I don't have to tell you that. Your carnivore and herbivore friends will love the menu. They source local ingredients, cook \""""real\"""" food and even bring in local products such as YumButter and create extra, super-duper healthy menu items by partnering with Jon Hinds at Monkey Bar Gym.\n\nHowever, I write this review because I recently ate the most amazing curry dish there. I've been craving it ever since and cannot wait to return. I'm serious, it was a hot, steaming bowl of freshly steamed vegetables with rice and a fantastic curry sauce. I want to eat this every day! Our server even told me that she actually DOES eat this every day and has since they put it on their menu. It was a huge bowl, so I took half of it home with me so I could enjoy a second meal of leftovers. \n\nNow drop everything and order this curry!\n\nAnd order a piece of pie or enjoy an iced sugar cookie, too.",1
39,"The staff at Joleon Salon does an amazing job on my color and cut every six weeks.  So when it was time for me to choose a place for bridesmaids to get their  hair and make and make up done for my special day, I chose Joleon Salon and day spa. They  did an amazing job on my hair and makeup for the bridesmaids and myself.   The Hairstylist and make up crew met us at Rainbow Gardens at 7am and their timing was perfect. By the time they finished my makeup the limo arrived:) They made sure we looked Beautiful.  Andrea was there to make sure everything was going according to schedule, and that everything was perfect. I would definitely recommend this company to all brides",1
40,"This place is always extremely crowded with people and merchandise, especially during the Halloween season. Most of the temp help is around 15 years old (and lack basic customer service skills), and the store is dark, dirty and disorganized. I hate going to this store.\n\nI put my feelings aside yesterday because they had a Halloween costume I really wanted. Actually, I THOUGHT they had the costume I wanted, since I called them, they said they had it, and allegedly they put it on hold for me. However, when I arrived the costume was nowhere to be found and they had no extras. After waiting over 10 minutes to talk to a manager, I was offered no apology, no explanation and only the option of checking other stores inventory. After spending another 20 minutes of my life while the manager called two more stores (none of which had my costume) I left empty handed and irritated.\n\nFrom now on I will go to great lengths of inconvenience to never set foot in this store again.",0
41,"We had a hard time finding the place. After passing it and doing a u turn we realized it's in the same building as sapphire gentlemens club. That was a bit of a turn off and we considered not going, but I'm very  happy we did. \nOnce inside the place is very nice. We went for happy hour (3-6 every day) for $1 tacos. I had one of each of their five street tacos. All were great as was the service. Paco the chef came to our table to make sure everything was ok. That's always a nice touch. We will be back soon.",1
42,"It is really hard to understand how people can ask for a higher wage with a straight face when they are as clearly unskilled as the employees at this McDonald's.  I worked for McDonald's from 1986 to 1992, and that company I worked for doesn't exist any more. QSCV? Never heard of that. \n\nThe biggest problem I have with this store is they are clearly training people to put condiments and cheese slices only half way on the burger, and the other half hanging off the side into the box. Maybe it's some kind of gourmet asymmetrical food or something? I just don't get it.\n\nNo seriously. Note to owner... from a former manager, Arizona is a right to work state, meaning you can fire people for any reason without even telling them why. So, you can solve this problem in probably a week. Just fire people on the spot of they can't line up a cheese slice in the middle of a round object. It's silly for such people to have jobs. You do that three or four times, problem solved. Nobody will ever do it again. Serious. We only had to do it once.",0
43,"In its heyday (80s and 90s) I would have given it 4 stars, but it just doesn't have that mall energy or buzz any more. It has too many cheap specialty shops. The best thing about this mall is it is a cool place to go in the summer. It needs some serious updating to be more relevant to the times. However, my son loves the play area and \""""choo-choo\"""".",0
44,"This was the first Vegas club/lounge I went to... and boy, was it a forgettable one. \n\nFirstly, the venue is packed with guys... with an occasional woman here and there, however, since there is no dance area really, the herds of men shower the bar area while the few women stand on the outside of the watering hole that are the main bars. The Guy-girl ratio was a good 15-1... not my type of venue. Coyote Ugly also draws in an older crowd (which is okay, but not for someone who just turned 21). The music was not very good and our entertainment consisted of bar tenders dancing on bar tops and encouraging middle-aged women to do something \""""crazy\"""" like dancing on a bar top. Conversely, the herds of men watch and watch and watch for something crazy to happen... and nothing ever does. \n\nI don't see how this place could be satisfying for men or women. The only niche I see for Coyote Ugly is drawing in a middle-aged crowd seeking to get away from the pretentious Vegas scene and be in a venue where you will not really be bothered. Unless that is your scene, expect to be bored out of your mind.",0
45,"I think the photos say all, the employs locker is on the ice cream fridge in front. Long time to order, Extream long time to receve you food, and no one cares if you pay or not.  We need it to remind the second cashier to bill me.\nVery disorganise place.  Need to see to belive.  The automatic sliding door open and close like crazy by it self and with this weather is cool breezzee entering the rest.\n\nPros: like that they remove all the food images on the windows. The light enter more, more clear. And remove that eye sore of a fish tank. Make the place look bigger and cleaner.",0
